Agency,Program Model,Division,Site Name,Address,Street Number,Street Direction,Street Name,Street Type,Address Line 2,City,State,ZIP,Phone Number,Phone Extension,Ward,Community Area,Community Area Number,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Board of Education City of Chicago,Head Start,Children Services,Hendricks,4316 S PRINCETON AVE,4316,S,PRINCETON,AVE,,Chicago,IL,60609,7735351696,,3,FULLER PARK,37,1174966.9026937,1876241.7528574,41.8157931,-87.6337013,"(41.8157931, -87.6337013)"
Board of Education City of Chicago,Head Start,Children Services,Higgins C.A.  Thomas J.,11710 S MORGAN ST,11710,S,MORGAN,ST,,Chicago,IL,60643,7735355625,,34,WEST PULLMAN,53,1171725.3329186,1827097.5734578,41.6810069,-87.6470299,"(41.6810069, -87.6470299)"
Board of Education City of Chicago,Head Start,Children Services,Holmes  Oliver Wendell,955 W GARFIELD BLVD,955,W,GARFIELD,BLVD,,Chicago,IL,60621,7735359025,,16,ENGLEWOOD,68,1170648.3360896,1868177.8906278,41.7937604,-87.6497779,"(41.7937604, -87.6497779)"
Board of Education City of Chicago,Head Start,Children Services,Hurley  Edward N.,3849 W 69TH PL,3849,W,69TH,PL,,Chicago,IL,60629,7735352068,,13,WEST LAWN,65,1151703.8017798,1858195.0380625,41.7667583,-87.719508,"(41.7667583, -87.719508)"
Board of Education City of Chicago,Head Start,Children Services,Jenner Academy of the Arts  Edward,1119 N CLEVELAND AVE,1119,N,CLEVELAND,AVE,,Chicago,IL,60610,7735348440,,27,NEAR NORTH SIDE,8,1172718.667805,1907660.3390054,41.9020581,-87.6410189,"(41.9020581, -87.6410189)"
Board of Education City of Chicago,Head Start,Children Services,Johnson  James Weldon,1420 S ALBANY AVE,1420,S,ALBANY,AVE,,Chicago,IL,60623,7735341829,,24,NORTH LAWNDALE,29,1155905.301595,1892874.4425447,41.8618398,-87.7031756,"(41.8618398, -87.7031756)"
Board of Education City of Chicago,Head Start,Children Services,Jordan Comm.,7414 N WOLCOTT AVE,7414,N,WOLCOTT,AVE,,Chicago,IL,60626,7735342220,,49,ROGERS PARK,1,1162385.2234918,1949501.715882,42.0170954,-87.6777993,"(42.0170954, -87.6777993)"
Board of Education City of Chicago,Head Start,Children Services,Kellman  Joseph,3030 W ARTHINGTON ST,3030,W,ARTHINGTON,ST,,Chicago,IL,60612,7735346602,,28,EAST GARFIELD PARK,27,1156159.0955525,1895921.142954,41.8701952,-87.7021617,"(41.8701952, -87.7021617)"
Board of Education City of Chicago,Head Start,Children Services,Kershaw  Joshua D.,6450 S LOWE AVE,6450,S,LOWE,AVE,,Chicago,IL,60621,7735353050,,20,ENGLEWOOD,68,1173111.9700365,1861899.8984253,41.7764788,-87.6409293,"(41.7764788, -87.6409293)"
Board of Education City of Chicago,Head Start,Children Services,King ES Academy,644 W 71ST ST,644,W,71ST,ST,,Chicago,IL,60621,7735353875,,6,ENGLEWOOD,68,1173035.9716288,1857848.3386097,41.7653626,-87.6413274,"(41.7653626, -87.6413274)"
Board of Education City of Chicago,Head Start,Children Services,Langford  Anna R.,6010 S THROOP ST,6010,S,THROOP,ST,,Chicago,IL,60636,7735359180,,16,WEST ENGLEWOOD,67,1168649.0290093,1864844.4630121,41.7846565,-87.6572053,"(41.7846565, -87.6572053)"
Board of Education City of Chicago,Head Start,Children Services,Lawndale Comm. Academy,3500 W DOUGLAS BLVD,3500,W,DOUGLAS,BLVD,,Chicago,IL,60623,7735341635,,24,NORTH LAWNDALE,29,1153224.4213855,1893272.9078321,41.8629868,-87.7130062,"(41.8629868, -87.7130062)"
Board of Education City of Chicago,Head Start,Children Services,Linne  Carl Von,3221 N SACRAMENTO AVE,3221,N,SACRAMENTO,AVE,,Chicago,IL,60618,7735345262,,33,AVONDALE,21,1155853.1192085,1921364.030857,41.9400189,-87.7025982,"(41.9400189, -87.7025982)"
Board of Education City of Chicago,Head Start,Children Services,Little Village,2620 S LAWNDALE AVE,2620,S,LAWNDALE,AVE,,Chicago,IL,60623,7735341880,,22,SOUTH LAWNDALE,30,1152090.2174972,1886231.1728623,41.8436859,-87.7173552,"(41.8436859, -87.7173552)"
Board of Education City of Chicago,Head Start,Children Services,Lloyd  Henry D.,2103 N LAMON AVE,2103,N,LAMON,AVE,,Chicago,IL,60639,7735343070,,36,BELMONT CRAGIN,19,1143423.1391226,1913554.3587962,41.9188302,-87.7484786,"(41.9188302, -87.7484786)"
Board of Education City of Chicago,Head Start,Children Services,Lozano Bilingual Elementary  Rodolfo,1501 N GREENVIEW AVE,1501,N,GREENVIEW,AVE,,Chicago,IL,60642,7735344750,,2,WEST TOWN,24,1166155.135717,1910106.6537012,41.9089137,-87.6650576,"(41.9089137, -87.6650576)"
Board of Education City of Chicago,Head Start,Children Services,Madison  James,7433 S DORCHESTER AVE,7433,S,DORCHESTER,AVE,,Chicago,IL,60619,7735350551,,8,SOUTH SHORE,43,1186872.5821986,1855846.3470818,41.7595522,-87.5906758,"(41.7595522, -87.5906758)"
Board of Education City of Chicago,Head Start,Children Services,Mason  Roswell B.,4216 W 19TH ST,4216,W,19TH,ST,,Chicago,IL,60623,7735341530,,24,NORTH LAWNDALE,29,1148505.3698188,1890349.6609992,41.8550573,-87.7304048,"(41.8550573, -87.7304048)"
Board of Education City of Chicago,Head Start,Children Services,McClellan  George B.,3527 S WALLACE ST,3527,S,WALLACE,ST,,Chicago,IL,60609,7735351732,,11,BRIDGEPORT,60,1172917.6890274,1881398.6248687,41.8299896,-87.6410658,"(41.8299896, -87.6410658)"
Board of Education City of Chicago,Head Start,Children Services,McCormick  Cyrus H.,2712 S SAWYER AVE,2712,S,SAWYER,AVE,,Chicago,IL,60623,7735357252,,22,SOUTH LAWNDALE,30,1155096.5374276,1885727.877657,41.8422451,-87.706336,"(41.8422451, -87.706336)"
Board of Education City of Chicago,Head Start,Children Services,McCutcheon Main  John T.,4846 N SHERIDAN RD,4846,N,SHERIDAN,RD,,Chicago,IL,60640,7735342680,,46,UPTOWN,3,1168714.1571898,1932565.3819847,41.9704864,-87.6550041,"(41.9704864, -87.6550041)"
Board of Education City of Chicago,Head Start,Children Services,McDowell  Mary E.,1419 E 89TH ST,1419,E,89TH,ST,,Chicago,IL,60619,3125356404,,8,CALUMET HEIGHTS,48,1187249.1410775,1846211.6290811,41.7331047,-87.589601,"(41.7331047, -87.589601)"
Board of Education City of Chicago,Head Start,Children Services,McKay  Francis M.,6938 S WASHTENAW AVE,6938,S,WASHTENAW,AVE,,Chicago,IL,60629,7735359505,,17,CHICAGO LAWN,66,1159537.1126142,1858359.1416128,41.7670516,-87.6907912,"(41.7670516, -87.6907912)"
Board of Education City of Chicago,Head Start,Children Services,McNair Academy Center  Ronald E.,4820 W WALTON ST,4820,W,WALTON,ST,,Chicago,IL,60651,7735348980,,37,AUSTIN,25,1143946.8539535,1905911.0717092,41.8978464,-87.7467464,"(41.8978464, -87.7467464)"
Board of Education City of Chicago,Head Start,Children Services,McPherson  James B.,4728 N WOLCOTT AVE,4728,N,WOLCOTT,AVE,,Chicago,IL,60640,7735342625,,47,LINCOLN SQUARE,4,1162923.5187369,1931558.6052066,41.9678476,-87.676325,"(41.9678476, -87.676325)"
Board of Education City of Chicago,Head Start,Children Services,Monroe  James,3651 W SCHUBERT AVE,3651,W,SCHUBERT,AVE,,Chicago,IL,60647,7735344155,,35,LOGAN SQUARE,22,1151359.151247,1917666.2343979,41.9299613,-87.7192125,"(41.9299613, -87.7192125)"
Board of Education City of Chicago,Head Start,Children Services,Moos  Bernhard,1711 N CALIFORNIA AVE,1711,N,CALIFORNIA,AVE,,Chicago,IL,60647,7735344340,,1,WEST TOWN,24,1157476.3034073,1911358.8965117,41.9125311,-87.6969054,"(41.9125311, -87.6969054)"
Board of Education City of Chicago,Head Start,Children Services,Morton Career Academy,431 N TROY ST,431,N,TROY,ST,,Chicago,IL,60612,7735346791,,27,HUMBOLDT PARK,23,1155338.2455579,1902872.4026017,41.8892867,-87.7049885,"(41.8892867, -87.7049885)"
Board of Education City of Chicago,Head Start,Children Services,Mt Vernon,10540 S MORGAN ST,10540,S,MORGAN,ST,,Chicago,IL,60643,7735352825,,34,WASHINGTON HEIGHTS,73,1171484.320502,1834733.7556763,41.701967,-87.6476896,"(41.701967, -87.6476896)"
Board of Education City of Chicago,Head Start,Children Services,N.T.A. (National Teachers Academy),55 W CERMAK RD,55,W,CERMAK,RD,,Chicago,IL,60616,7735349970,,3,NEAR SOUTH SIDE,33,1176061.3917616,1889726.7567704,41.8527726,-87.6292811,"(41.8527726, -87.6292811)"
Board of Education City of Chicago,Head Start,Children Services,Nash  Henry H.,4837 W ERIE ST,4837,W,ERIE,ST,,Chicago,IL,60644,7735346125,,37,AUSTIN,25,1143837.5424666,1903833.4677543,41.8921473,-87.7472001,"(41.8921473, -87.7472001)"
Board of Education City of Chicago,Head Start,Children Services,New Field Primary School,1707 W MORSE AVE,1707,W,MORSE,AVE,,Chicago,IL,60626,7735342760,,49,ROGERS PARK,1,1163673.0544452,1946078.6817957,42.0076753,-87.6731575,"(42.0076753, -87.6731575)"
Board of Education City of Chicago,Head Start,Children Services,Nicholson Math and Science,6006 S PEORIA ST,6006,S,PEORIA,ST,,Chicago,IL,60621,7735353285,,16,ENGLEWOOD,68,1171298.2470781,1864964.2680195,41.7849277,-87.6474887,"(41.7849277, -87.6474887)"
Board of Education City of Chicago,Head Start,Children Services,Nightingale,5250 S ROCKWELL ST,5250,S,ROCKWELL,ST,,Chicago,IL,60632,7735359270,,14,GAGE PARK,63,1159893.8920362,1869545.1196643,41.7977402,-87.6891762,"(41.7977402, -87.6891762)"
Board of Education City of Chicago,Head Start,Children Services,Nixon  William P.,2121 N KEELER AVE,2121,N,KEELER,AVE,,Chicago,IL,60639,7735344375,,35,HERMOSA,20,1148073.7351096,1913864.6628375,41.9195934,-87.7313837,"(41.9195934, -87.7313837)"
Board of Education City of Chicago,Head Start,Children Services,Oglesby  Richard J,7646 S GREEN ST,7646,S,GREEN,ST,,Chicago,IL,60620,7735353060,,17,AUBURN GRESHAM,71,1171926.9143695,1853950.5358592,41.7546909,-87.6455067,"(41.7546909, -87.6455067)"
Board of Education City of Chicago,Head Start,Children Services,O'Keeffe  Isabell C.,6940 S MERRILL AVE,6940,S,MERRILL,AVE,,Chicago,IL,60649,7735350600,,5,SOUTH SHORE,43,1191708.8262918,1859191.4643178,41.7686156,-87.572843,"(41.7686156, -87.572843)"
Board of Education City of Chicago,Head Start,Children Services,O'Toole  Luke,6550 S SEELEY AVE,6550,S,SEELEY,AVE,,Chicago,IL,60636,7735359040,,16,WEST ENGLEWOOD,67,1163788.5517149,1860992.4291697,41.7741895,-87.675134,"(41.7741895, -87.675134)"
Board of Education City of Chicago,Head Start,Children Services,Peck School,4026 W 59TH ST,4026,W,59TH,ST,,Chicago,IL,60629,7735352450,,13,WEST ELSDON,62,1150415.2661126,1865210.8461456,41.7860359,-87.7240489,"(41.7860359, -87.7240489)"
Board of Education City of Chicago,Head Start,Children Services,Perez  Manuel,1241 W 19TH ST,1241,W,19TH,ST,,Chicago,IL,60608,7735347650,,25,LOWER WEST SIDE,31,1168231.0338031,1890840.4219076,41.8560011,-87.6579887,"(41.8560011, -87.6579887)"
Board of Education City of Chicago,Head Start,Children Services,Piccolo Specialty School  Brian,1040 N KEELER AVE,1040,N,KEELER,AVE,,Chicago,IL,60651,7735344425,,37,HUMBOLDT PARK,23,1148146.9214835,1906778.2197341,41.9001461,-87.7312975,"(41.9001461, -87.7312975)"
Board of Education City of Chicago,Head Start,Children Services,Pickard  Josiah L.,2301 W 21ST ST,2301,W,21ST,ST,,Chicago,IL,60608,7735357280,,25,LOWER WEST SIDE,31,1161322.9930233,1889979.6130473,41.8537853,-87.6833686,"(41.8537853, -87.6833686)"
Board of Education City of Chicago,Head Start,Children Services,Pilsen Comm. Academy,1420 W 17TH ST,1420,W,17TH,ST,,Chicago,IL,60608,7735347675,,25,LOWER WEST SIDE,31,1167068.652977,1891878.9889454,41.8588761,-87.6622254,"(41.8588761, -87.6622254)"
Board of Education City of Chicago,Head Start,Children Services,Pullman  George M.,11311 S FORRESTVILLE AVE,11311,S,FORRESTVILLE,AVE,,Chicago,IL,60628,7735359395,,9,PULLMAN,50,1181982.4594961,1830019.8498341,41.6887957,-87.6093938,"(41.6887957, -87.6093938)"
Board of Education City of Chicago,Head Start,Children Services,Randolph Magnet School  A. Philip,7316 S HOYNE AVE,7316,S,HOYNE,AVE,,Chicago,IL,60636,7735359015,,17,WEST ENGLEWOOD,67,1163589.6893944,1856037.765341,41.7605974,-87.6760018,"(41.7605974, -87.6760018)"
Board of Education City of Chicago,Head Start,Children Services,Reavis  William Claude,834 E 50TH ST,834,E,50TH,ST,,Chicago,IL,60615,7735351060,,4,KENWOOD,39,1182841.803963,1872082.7717723,41.804201,-87.6049443,"(41.804201, -87.6049443)"
Board of Education City of Chicago,Head Start,Children Services,Revere  Paul,1010 E 72ND ST,1010,E,72ND,ST,,Chicago,IL,60619,7735350618,,5,GREATER GRAND CROSSING,69,1184267.2681067,1857526.2384099,41.7642234,-87.6001717,"(41.7642234, -87.6001717)"
Board of Education City of Chicago,Head Start,Children Services,Ruggles  Martha M.,7831 S PRAIRIE AVE,7831,S,PRAIRIE,AVE,,Chicago,IL,60619,7735353085,,6,GREATER GRAND CROSSING,69,1179432.4598307,1853011.9220807,41.7519473,-87.6180298,"(41.7519473, -87.6180298)"
Board of Education City of Chicago,Head Start,Children Services,Ryder  William H.,8716 S WALLACE ST,8716,S,WALLACE,ST,,Chicago,IL,60620,7735353843,,21,AUBURN GRESHAM,71,1173792.1299012,1846923.855578,41.7353677,-87.638879,"(41.7353677, -87.638879)"
Board of Education City of Chicago,Head Start,Children Services,Sandoval  Socorro,5534 S ST LOUIS AVE,5534,S,ST LOUIS,AVE,,Chicago,IL,60629,7735350457,,14,GAGE PARK,63,1153950.7515656,1867537.7329812,41.7923518,-87.7110242,"(41.7923518, -87.7110242)"
Board of Education City of Chicago,Head Start,Children Services,Saucedo Scholastic Academy  Maria,2850 W 24TH BLVD,2850,W,24TH,BLVD,,Chicago,IL,60623,7735341770,,12,SOUTH LAWNDALE,30,1157546.7742207,1887831.6323253,41.8479686,-87.6972871,"(41.8479686, -87.6972871)"
Board of Education City of Chicago,Head Start,Children Services,Seward  William H.,4600 S HERMITAGE AVE,4600,S,HERMITAGE,AVE,,Chicago,IL,60609,7735354890,,15,NEW CITY,61,1165412.4648757,1874162.7768495,41.8102963,-87.6688078,"(41.8102963, -87.6688078)"
Board of Education City of Chicago,Head Start,Children Services,Sherman  William T,1000 W 52ND ST,1000,W,52ND,ST,,Chicago,IL,60609,7735351757,,20,NEW CITY,61,1170500.8165186,1870373.1586823,41.7997877,-87.6502548,"(41.7997877, -87.6502548)"
Board of Education City of Chicago,Head Start,Children Services,Sherwood  Jessie,245 W 57TH ST,245,W,57TH,ST,,Chicago,IL,60621,7735350829,,20,ENGLEWOOD,68,1175428.3912447,1867127.6354075,41.7907728,-87.6322812,"(41.7907728, -87.6322812)"
Board of Education City of Chicago,Head Start,Children Services,Shields  James,4250 S ROCKWELL ST,4250,S,ROCKWELL,ST,,Chicago,IL,60632,7735357285,,15,BRIGHTON PARK,58,1159705.6420012,1876174.2677121,41.8159353,-87.6896845,"(41.8159353, -87.6896845)"
Board of Education City of Chicago,Head Start,Children Services,Spencer Math and Science Academy,214 N LAVERGNE AVE,214,N,LAVERGNE,AVE,,Chicago,IL,60644,7735346150,,28,AUSTIN,25,1142962.0285272,1901180.1368055,41.8848826,-87.7504817,"(41.8848826, -87.7504817)"
Board of Education City of Chicago,Head Start,Children Services,Stagg  Amos A.,7424 S MORGAN ST,7424,S,MORGAN,ST,,Chicago,IL,60621,7735353565,,17,ENGLEWOOD,68,1170892.3200678,1855485.8668393,41.7589267,-87.6492534,"(41.7589267, -87.6492534)"
Board of Education City of Chicago,Head Start,Children Services,Stowe  Harriet Beecher,3444 W WABANSIA AVE,3444,W,WABANSIA,AVE,,Chicago,IL,60647,7735344175,,26,HUMBOLDT PARK,23,1153019.3651022,1911120.2579556,41.9119658,-87.7132855,"(41.9119658, -87.7132855)"
Board of Education City of Chicago,Head Start,Children Services,Tanner  Henry O.,7350 S EVANS AVE,7350,S,EVANS,AVE,,Chicago,IL,60619,7735353870,,6,GREATER GRAND CROSSING,69,1182462.0616317,1856226.4164397,41.7606985,-87.6068283,"(41.7606985, -87.6068283)"
Board of Education City of Chicago,Head Start,Children Services,Tilton  George W.,223 N KEELER AVE,223,N,KEELER,AVE,,Chicago,IL,60624,7735346746,,28,WEST GARFIELD PARK,26,1148397.0969953,1900931.4167855,41.884097,-87.7305295,"(41.884097, -87.7305295)"
Board of Education City of Chicago,Head Start,Children Services,Ward  Laura S.,646 N LAWNDALE AVE,646,N,LAWNDALE,AVE,,Chicago,IL,60624,7735346440,,27,HUMBOLDT PARK,23,1151558.2584661,1904275.2826814,41.8932114,-87.7188333,"(41.8932114, -87.7188333)"
Board of Education City of Chicago,Head Start,Children Services,Webster  Daniel,4055 W ARTHINGTON ST,4055,W,ARTHINGTON,ST,,Chicago,IL,60624,7735346925,,24,WEST GARFIELD PARK,26,1149263.6087533,1895759.895743,41.869889,-87.7274816,"(41.869889, -87.7274816)"
Board of Education City of Chicago,Head Start,Children Services,Wells  Ida B.,249 E 37TH ST,249,E,37TH,ST,,Chicago,IL,60653,7735351209,,3,DOUGLAS,35,1178726.2347043,1880476.1238203,41.8273278,-87.6197825,"(41.8273278, -87.6197825)"
Board of Education City of Chicago,Head Start,Children Services,Westcott  Oliver S,409 W 80TH ST,409,W,80TH,ST,,Chicago,IL,60620,7735353090,,17,CHATHAM,44,1174868.4753736,1851842.1444334,41.7488402,-87.6347895,"(41.7488402, -87.6347895)"
Board of Education City of Chicago,Head Start,Children Services,Whitney  Eli,2815 S KOMENSKY AVE,2815,S,KOMENSKY,AVE,,Chicago,IL,60623,7735341560,,22,SOUTH LAWNDALE,30,1149877.9797328,1884894.8043016,41.840062,-87.7255084,"(41.840062, -87.7255084)"
Board of Education City of Chicago,Head Start,Children Services,Whittier  John Greenleaf,1900 W 23RD ST,1900,W,23RD,ST,,Chicago,IL,60608,7735354590,,25,LOWER WEST SIDE,31,1164042.1736755,1888805.9994467,41.8505079,-87.6734213,"(41.8505079, -87.6734213)"
Board of Education City of Chicago,Head Start,Children Services,Woodlawn Community School,6657 S KIMBARK AVE,6657,S,KIMBARK,AVE,,Chicago,IL,60637,7735350801,,5,WOODLAWN,42,1185825.1884254,1860883.5792102,41.7733996,-87.5943558,"(41.7733996, -87.5943558)"
Board of Education City of Chicago,Head Start,Children Services,Woodson South  Carter G.,4414 S EVANS AVE,4414,S,EVANS,AVE,,Chicago,IL,60653,7735351280,,3,GRAND BOULEVARD,38,1181853.0176698,1875820.1288971,41.8144795,-87.6084551,"(41.8144795, -87.6084551)"
Board of Education City of Chicago,Head Start,Children Services,Yates  Richard,1839 N RICHMOND ST,1839,N,RICHMOND,ST,,Chicago,IL,60647,7735344550,,1,LOGAN SQUARE,22,1156561.0825181,1912262.2582981,41.9150286,-87.7002432,"(41.9150286, -87.7002432)"
Board of Education City of Chicago,Head Start,Children Services,Young  Ella Flagg,1434 N PARKSIDE AVE,1434,N,PARKSIDE,AVE,,Chicago,IL,60651,7735346200,,29,AUSTIN,25,1138362.536314,1909130.4053443,41.9067836,-87.7671793,"(41.9067836, -87.7671793)"
Board of Education City of Chicago,Head Start,Children Services,Zapata Academy,2728 S KOSTNER AVE,2728,S,KOSTNER,AVE,,Chicago,IL,60623,7735341390,,22,SOUTH LAWNDALE,30,1147465.325089,1885362.4682356,41.8413918,-87.73435,"(41.8413918, -87.73435)"
Board of Trustees of the University of Illinois,Early Childhood/Family Initiative,Children Services,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,4150,S,DR MARTIN LUTHER KING JR,DR,,Chicago,IL,60653,7733735700,,3,GRAND BOULEVARD,38,1179510.9047142,1877341.0198447,41.8187069,-87.6169996,"(41.8187069, -87.6169996)"
Board of Trustees of the University of Illinois,Head Start Support Services,Children Services,Board of Trustees University of Illinois,1737 W POLK ST,1737,W,POLK,ST,,Chicago,IL,60612,3129962862,,27,NEAR WEST SIDE,28,1164751.8187997,1896444.9934818,41.871455,-87.6706003,"(41.871455, -87.6706003)"
Board of Trustees of the University of Illinois,Head Start Support Services – RTL,Children Services,Board of Trustees University of Illinois,1737 W POLK ST,1737,W,POLK,ST,,Chicago,IL,60612,3129962862,,27,NEAR WEST SIDE,28,1164751.8187997,1896444.9934818,41.871455,-87.6706003,"(41.871455, -87.6706003)"
Board Trustees Community College,Child Care Only,Children Services,City Colleges - Malcolm X College,1900 W VAN BUREN ST,1900,W,VAN BUREN,ST,,Chicago,IL,60612,3128507176,,27,NEAR WEST SIDE,28,1163764.1474499,1898218.8788332,41.8763435,-87.6741764,"(41.8763435, -87.6741764)"
Board Trustees Community College,Child Care Only,Children Services,City Colleges - Olive-Harvey College,10001 S WOODLAWN AVE,10001,S,WOODLAWN,AVE,,Chicago,IL,60628,7732916317,,8,PULLMAN,50,1186575.8661499,1838846.029173,41.7129086,-87.5922997,"(41.7129086, -87.5922997)"
Board Trustees Community College,Child Care Only,Children Services,City Colleges - Truman College,1145 W WILSON AVE,1145,W,WILSON,AVE,,Chicago,IL,60640,7739074740,,46,UPTOWN,3,1167577.7700476,1930654.4719307,41.9652674,-87.659238,"(41.9652674, -87.659238)"
Board Trustees Community College,Head Start,Children Services,City Colleges - Daley College,7500 S PULASKI RD,7500,S,PULASKI,RD,,Chicago,IL,60652,7738387562,,18,WEST LAWN,65,1150961.7875443,1854588.6961451,41.7568764,-87.7223217,"(41.7568764, -87.7223217)"
