,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
159,Wells  Ida B.,249 E 37TH ST,DOUGLAS,7735351209,60653,,-87.6197825,41.8273278,1178726.2347043,1880476.1238203,family support (children services),Head Start
160,Westcott  Oliver S,409 W 80TH ST,CHATHAM,7735353090,60620,,-87.6347895,41.748840200000004,1174868.4753736,1851842.1444334,family support (children services),Head Start
161,Whitney  Eli,2815 S KOMENSKY AVE,SOUTH LAWNDALE,7735341560,60623,,-87.72550840000001,41.840061999999996,1149877.9797328,1884894.8043016002,family support (children services),Head Start
162,Whittier  John Greenleaf,1900 W 23RD ST,LOWER WEST SIDE,7735354590,60608,,-87.6734213,41.8505079,1164042.1736754999,1888805.9994466999,family support (children services),Head Start
163,Woodlawn Community School,6657 S KIMBARK AVE,WOODLAWN,7735350801,60637,,-87.5943558,41.773399600000005,1185825.1884254,1860883.5792102,family support (children services),Head Start
164,Woodson South  Carter G.,4414 S EVANS AVE,GRAND BOULEVARD,7735351280,60653,,-87.6084551,41.8144795,1181853.0176698,1875820.1288971,family support (children services),Head Start
165,Yates  Richard,1839 N RICHMOND ST,LOGAN SQUARE,7735344550,60647,,-87.7002432,41.9150286,1156561.0825181003,1912262.2582981002,family support (children services),Head Start
166,Young  Ella Flagg,1434 N PARKSIDE AVE,AUSTIN,7735346200,60651,,-87.7671793,41.906783600000004,1138362.536314,1909130.4053443,family support (children services),Head Start
167,Zapata Academy,2728 S KOSTNER AVE,SOUTH LAWNDALE,7735341390,60623,,-87.73435,41.8413918,1147465.325089,1885362.4682356003,family support (children services),Head Start
168,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7733735700,60653,,-87.61699959999999,41.818706899999995,1179510.9047142,1877341.0198447,family support (children services),Early Childhood/Family Initiative
169,Board of Trustees University of Illinois,1737 W POLK ST,NEAR WEST SIDE,3129962862,60612,,-87.6706003,41.871455,1164751.8187997,1896444.9934818002,family support (children services),Head Start Support Services
170,Board of Trustees University of Illinois,1737 W POLK ST,NEAR WEST SIDE,3129962862,60612,,-87.6706003,41.871455,1164751.8187997,1896444.9934818002,family support (children services),Head Start Support Services – RTL
171,City Colleges - Malcolm X College,1900 W VAN BUREN ST,NEAR WEST SIDE,3128507176,60612,,-87.67417640000001,41.8763435,1163764.1474499,1898218.8788332,family support (children services),Child Care Only
172,City Colleges - Olive-Harvey College,10001 S WOODLAWN AVE,PULLMAN,7732916317,60628,,-87.5922997,41.7129086,1186575.8661498998,1838846.029173,family support (children services),Child Care Only
173,City Colleges - Truman College,1145 W WILSON AVE,UPTOWN,7739074740,60640,,-87.659238,41.9652674,1167577.7700476001,1930654.4719307,family support (children services),Child Care Only
174,City Colleges - Daley College,7500 S PULASKI RD,WEST LAWN,7738387562,60652,,-87.72232170000001,41.756876399999996,1150961.7875443,1854588.6961451,family support (children services),Head Start
175,City Colleges - Kennedy-King College,710 W 65TH BUILDING Z ST,ENGLEWOOD,7736025481,60621,,-87.64304440000001,41.7762415,1172535.7467818998,1861808.7950646,family support (children services),Head Start
176,City Colleges - Malcolm X College,1900 W VAN BUREN ST,NEAR WEST SIDE,3128507176,60612,,-87.67417640000001,41.8763435,1163764.1474499,1898218.8788332,family support (children services),Head Start
177,City Colleges - Olive-Harvey College,10001 S WOODLAWN AVE,PULLMAN,7732916317,60628,,-87.5922997,41.7129086,1186575.8661498998,1838846.029173,family support (children services),Head Start
178,City Colleges - Truman College,1145 W WILSON AVE,UPTOWN,7739074740,60640,,-87.659238,41.9652674,1167577.7700476001,1930654.4719307,family support (children services),Head Start
179,Board of Trustees - City Colleges of Chicago,226 W JACKSON BLVD,LOOP,3125533455,60606,,-87.6345239,41.878220299999995,1174557.5706353998,1898988.2112839,family support (children services),Head Start Support Services
180,FCCH-Cherneecia Muhammad,9923 S PERRY AVE,ROSELAND,7737930670,60628,,-87.62591440000001,41.713704799999995,1177395.5590489,1839058.9390436,family support (children services),Child Care Only
181,FCCH-Debra Baker,1728 N AUSTIN AVE,AUSTIN,7732376009,60639,,-87.775459,41.9119609,1136096.4605129,1911002.2363922,family support (children services),Child Care Only
182,FCCH-Netonia Burrell,1242 W 73RD PL,WEST ENGLEWOOD,7735211600,60636,,-87.65568940000001,41.7605925,1169131.5633393,1856078.973725,family support (children services),Child Care Only
183,FCCH-Patricia Hernandez,4958 S RACINE AVE,NEW CITY,3122878166,60609,,-87.6552536,41.80331470000001,1169127.6968015,1871647.5877548999,family support (children services),Child Care Only
184,FCCH-Patricia Oros,2826 W 40TH PL,BRIGHTON PARK,7735232223,60632,,-87.69565959999998,41.8202055,1158065.299117,1877718.184208,family support (children services),Child Care Only
185,FCCH-Sara Leon de Diaz,6235 S PARKSIDE AVE,CLEARING,7735811731,60638,,-87.7628306,41.7788069,1139856.081094,1862504.0767996002,family support (children services),Child Care Only
186,FCCH-Tita Jackson,604 E 88TH ST,CHATHAM,7732166576,60619,,-87.6093586,41.7348657,1181850.9228058998,1846807.3532794,family support (children services),Child Care Only
187,FCCH-Tosha Kelly-Rushton,8050 S HONORE ST,AUBURN GRESHAM,7735594498,60620,,-87.66956409999999,41.746950700000006,1165384.4386081998,1851078.5106667,family support (children services),Child Care Only
188,Carole  Robertson Center-2929,2929 W 19TH ST,SOUTH LAWNDALE,7735211600,60623,,-87.7004052,41.855379,1156677.3122487,1890525.6813454,family support (children services),Early Head Start
189,Carole Robertson Center - 3701(OGDEN),3701 W OGDEN AVE,NORTH LAWNDALE,7735228400,60623,,-87.71749059999999,41.8534753,1152027.7286822,1889798.1457439,family support (children services),Early Head Start
190,Carole Robertson Center-2020,2020 W ROOSEVELT RD,NEAR WEST SIDE,3122437300,60608,,-87.67670600000001,41.8668575,1163101.6830367,1894756.9240878003,family support (children services),Early Head Start
191,FCCH-Alejandra Flores,3443 W 71ST PL,CHICAGO LAWN,7737767545,60629,,-87.7093896,41.763263200000004,1154473.3965363998,1856941.3152031002,family support (children services),Early Head Start
192,FCCH-Angelita Yugsi,6547 S KNOX AVE,CLEARING,7734144532,60629,,-87.73833520000001,41.773444500000004,1146550.7974762,1860595.3568388,family support (children services),Early Head Start
193,FCCH-Debra Baker,1728 N AUSTIN AVE,AUSTIN,7732376009,60639,,-87.775459,41.9119609,1136096.4605129,1911002.2363922,family support (children services),Early Head Start
194,FCCH-Netonia Burrell,1242 W 73RD PL,WEST ENGLEWOOD,7735211600,60636,,-87.65568940000001,41.7605925,1169131.5633393,1856078.973725,family support (children services),Early Head Start
195,FCCH-Patricia Hernandez,4958 S RACINE AVE,NEW CITY,3122878166,60609,,-87.6552536,41.80331470000001,1169127.6968015,1871647.5877548999,family support (children services),Early Head Start
196,FCCH-Patricia Oros,2826 W 40TH PL,BRIGHTON PARK,7735232223,60632,,-87.69565959999998,41.8202055,1158065.299117,1877718.184208,family support (children services),Early Head Start
197,FCCH-Sara Leon de Diaz,6235 S PARKSIDE AVE,CLEARING,7735811731,60638,,-87.7628306,41.7788069,1139856.081094,1862504.0767996002,family support (children services),Early Head Start
198,FCCH-Susie Cannon,5921 W RICE ST,AUSTIN,7733784342,60651,,-87.7732122,41.8955369,1136747.0772856001,1905021.3248553001,family support (children services),Early Head Start
199,FCCH-Tosha Kelly-Rushton,8050 S HONORE ST,AUBURN GRESHAM,7735594498,60620,,-87.66956409999999,41.746950700000006,1165384.4386081998,1851078.5106667,family support (children services),Early Head Start
200,Carole  Robertson Center-2929,2929 W 19TH ST,SOUTH LAWNDALE,7735211600,60623,,-87.7004052,41.855379,1156677.3122487,1890525.6813454,family support (children services),Early Head Start – Child Care Partnership
201,Carole Robertson Center - 3701(OGDEN),3701 W OGDEN AVE,NORTH LAWNDALE,7735228400,60623,,-87.71749059999999,41.8534753,1152027.7286822,1889798.1457439,family support (children services),Early Head Start – Child Care Partnership
202,FCCH-Patricia Hernandez,4958 S RACINE AVE,NEW CITY,3122878166,60609,,-87.6552536,41.80331470000001,1169127.6968015,1871647.5877548999,family support (children services),Early Head Start – Child Care Partnership
203,Carole  Robertson Center-2929,2929 W 19TH ST,SOUTH LAWNDALE,7735211600,60623,,-87.7004052,41.855379,1156677.3122487,1890525.6813454,family support (children services),Head Start
204,Carole Robertson Center - 3701(OGDEN),3701 W OGDEN AVE,NORTH LAWNDALE,7735228400,60623,,-87.71749059999999,41.8534753,1152027.7286822,1889798.1457439,family support (children services),Head Start
205,Carole Robertson Center-2020,2020 W ROOSEVELT RD,NEAR WEST SIDE,3122437300,60608,,-87.67670600000001,41.8668575,1163101.6830367,1894756.9240878003,family support (children services),Head Start
206,FCCH-Alejandra Flores,3443 W 71ST PL,CHICAGO LAWN,7737767545,60629,,-87.7093896,41.763263200000004,1154473.3965363998,1856941.3152031002,family support (children services),Head Start
207,FCCH-Angelita Yugsi,6547 S KNOX AVE,CLEARING,7734144532,60629,,-87.73833520000001,41.773444500000004,1146550.7974762,1860595.3568388,family support (children services),Head Start
208,FCCH-Debra Baker,1728 N AUSTIN AVE,AUSTIN,7732376009,60639,,-87.775459,41.9119609,1136096.4605129,1911002.2363922,family support (children services),Head Start
209,FCCH-Michelle Padilla,7973 S KOLIN AVE,ASHBURN,7738998144,60652,,-87.7304227,41.747161,1148776.2808972,1851032.9183425,family support (children services),Head Start
210,FCCH-Netonia Burrell,1242 W 73RD PL,WEST ENGLEWOOD,7735211600,60636,,-87.65568940000001,41.7605925,1169131.5633393,1856078.973725,family support (children services),Head Start
211,FCCH-Patricia Hernandez,4958 S RACINE AVE,NEW CITY,3122878166,60609,,-87.6552536,41.80331470000001,1169127.6968015,1871647.5877548999,family support (children services),Head Start
212,FCCH-Patricia Oros,2826 W 40TH PL,BRIGHTON PARK,7735232223,60632,,-87.69565959999998,41.8202055,1158065.299117,1877718.184208,family support (children services),Head Start
213,FCCH-Sara Leon de Diaz,6235 S PARKSIDE AVE,CLEARING,7735811731,60638,,-87.7628306,41.7788069,1139856.081094,1862504.0767996002,family support (children services),Head Start
214,FCCH-Susie Cannon,5921 W RICE ST,AUSTIN,7733784342,60651,,-87.7732122,41.8955369,1136747.0772856001,1905021.3248553001,family support (children services),Head Start
215,FCCH-Tita Jackson,604 E 88TH ST,CHATHAM,7732166576,60619,,-87.6093586,41.7348657,1181850.9228058998,1846807.3532794,family support (children services),Head Start
216,FCCH-Tosha Kelly-Rushton,8050 S HONORE ST,AUBURN GRESHAM,7735594498,60620,,-87.66956409999999,41.746950700000006,1165384.4386081998,1851078.5106667,family support (children services),Head Start
217,Our Lady of Lourdes,1449 S KEELER AVE,NORTH LAWNDALE,7735213126,60623,,-87.7297625,41.8610033,1148665.1336671002,1892517.5679257999,family support (children services),Child Care Only
218,Our Lady of Tepeyac,2414 S ALBANY AVE,SOUTH LAWNDALE,7732775888,60623,,-87.70282759999999,41.847685299999995,1156037.9725203002,1887717.2578948003,family support (children services),Child Care Only
219,St. Joseph,4800 S PAULINA ST,NEW CITY,7739272524,60609,,-87.667497,41.8066656,1165780.0699745,1872842.5310882,family support (children services),Child Care Only
220,Our Lady of Lourdes,1449 S KEELER AVE,NORTH LAWNDALE,7735213126,60623,,-87.7297625,41.8610033,1148665.1336671002,1892517.5679257999,family support (children services),Early Learning for Immigrant Families
221,Chicago Lawn,3001 W 59TH ST,CHICAGO LAWN,7739251085,60629,,-87.69852850000001,41.786216499999995,1157374.7855446998,1865327.0082493,family support (children services),Head Start
222,Our Lady of Lourdes,1449 S KEELER AVE,NORTH LAWNDALE,7735213126,60623,,-87.7297625,41.8610033,1148665.1336671002,1892517.5679257999,family support (children services),Head Start
223,Our Lady of Tepeyac,2414 S ALBANY AVE,SOUTH LAWNDALE,7732775888,60623,,-87.70282759999999,41.847685299999995,1156037.9725203002,1887717.2578948003,family support (children services),Head Start
224,St. Joseph,4800 S PAULINA ST,NEW CITY,7739272524,60609,,-87.667497,41.8066656,1165780.0699745,1872842.5310882,family support (children services),Head Start
225,Altgeld I,941 E 132ND ST,RIVERDALE,7734683055,60827,,-87.59902190000001,41.6559067,1184917.5237526002,1818059.5473022999,family support (children services),Child Care Only
226,Effie Ellis,4301 S COTTAGE GROVE AVE,KENWOOD,7735489839,60653,,-87.6065601,41.8167239,1182362.6664696,1876642.3401168,family support (children services),Child Care Only
227,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7733735700,60653,,-87.61699959999999,41.818706899999995,1179510.9047142,1877341.0198447,family support (children services),Early Childhood/Family Initiative
228,Altgeld I,941 E 132ND ST,RIVERDALE,7734683055,60827,,-87.59902190000001,41.6559067,1184917.5237526002,1818059.5473022999,family support (children services),Early Head Start – Child Care Partnership
229,Effie Ellis,4301 S COTTAGE GROVE AVE,KENWOOD,7735489839,60653,,-87.6065601,41.8167239,1182362.6664696,1876642.3401168,family support (children services),Early Head Start – Child Care Partnership
230,Effie Ellis,4301 S COTTAGE GROVE AVE,KENWOOD,7735489839,60653,,-87.6065601,41.8167239,1182362.6664696,1876642.3401168,family support (children services),Early Head Start – RTL
231,Altgeld I,941 E 132ND ST,RIVERDALE,7734683055,60827,,-87.59902190000001,41.6559067,1184917.5237526002,1818059.5473022999,family support (children services),Head Start
232,Angel Wings Day Care,5365 W NORTH AVE,AUSTIN,7737450262,60639,,-87.76050079999999,41.90932960000001,1140174.3125039,1910070.2487932,family support (children services),Head Start
233,Brite New Minds,112 E 51ST ST,GRAND BOULEVARD,7739243090,60615,,-87.62202359999999,41.80212,1178191.4500392,1871285.4500069001,family support (children services),Head Start
234,Effie Ellis,4301 S COTTAGE GROVE AVE,KENWOOD,7735489839,60653,,-87.6065601,41.8167239,1182362.6664696,1876642.3401168,family support (children services),Head Start
235,Links to Learning Child Care,8515 S STONY ISLAND AVE,AVALON PARK,7732212121,60617,,-87.58512840000002,41.740075700000006,1188447.8398238001,1848762.3893772,family support (children services),Head Start
236,Reach for the Stars,4248 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7732721537,60653,,-87.6169488,41.8169661,1179530.0431678002,1876706.8101417,family support (children services),Head Start
237,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7733735700,60653,,-87.61699959999999,41.818706899999995,1179510.9047142,1877341.0198447,family support (children services),Head Start Support Services
238,Chapin Hall Center for Chidren,1313 E 60TH ST,WOODLAWN,7732565116,60637,,-87.5940866,41.785959999999996,1185859.2865769,1865461.1192887002,family support (children services),Head Start Support Services
239,Chicago Child Care Society,5467 S UNIVERSITY AVE,HYDE PARK,7736430452,60615,,-87.59795759999999,41.79613,1184771.8620411998,1869157.9456363,family support (children services),Early Head Start
240,Chicago Child Care Society,5467 S UNIVERSITY AVE,HYDE PARK,7736430452,60615,,-87.59795759999999,41.79613,1184771.8620411998,1869157.9456363,family support (children services),Early Head Start – RTL
241,The Preschool Center of CCS,7000 S PARNELL AVE,ENGLEWOOD,7736430452,60621,,-87.63854659999998,41.767016600000005,1173789.7352870002,1858457.1785781998,family support (children services),Head Start
242,Nia Family Center,744 N MONTICELLO AVE,HUMBOLDT PARK,7737220115,60624,,-87.7176671,41.8950009,1151871.107735,1904929.6342948996,family support (children services),Child Care Only
